city__Bangalore,city__Chennai,city__Coimbatore,city__Delhi,city__Ernakulam,city__Hyderabad,city__Mumbai,city__Sector 5,city__Thiruvananthapuram,spec__Ayurveda,spec__Dentist,spec__Dermatologists,spec__ENT Specialist,spec__General Medicine,spec__Homeopath,Experience,Fees
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,800
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,200
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,350
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,100
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,35,200
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,300
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,500
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,400
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34,100
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21,500
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,750
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,39,800
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,200
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,250
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,300
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,800
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,300
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,32,150
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,400
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,100
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,300
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,200
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,100
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,300
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,500
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,500
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,200
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,300
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,100
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,600
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,100
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,300
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,150
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,400
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,500
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,300
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,200
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,100
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,400
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,200
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,200
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,300
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28,100
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16,200
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,500
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,100
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,300
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,400
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32,300
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32,500
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,150
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,600
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,58,100
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,100
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,100
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,100
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,300
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31,800
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,500
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42,250
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,200
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,500
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,500
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,300
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,600
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,450
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,300
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,400
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,100
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,250
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,250
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,27,700
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,150
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,300
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,500
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,80
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,300
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45,50
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,100
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,100
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,200
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,500
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27,100
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,44,50
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,450
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,300
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28,250
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,100
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,100
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,200
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17,300
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,800
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,100
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,100
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,400
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,700
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,100
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,100
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,600
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,200
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37,200
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,100
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15,200
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,500
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,200
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,500
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,800
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,400
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,500
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,200
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35,600
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,500
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,500
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41,100
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,200
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,100
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,500
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,250
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,200
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,60
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,38,500
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33,100
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,600
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,200
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,300
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,350
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32,100
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,400
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,300
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50,300
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44,400
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,600
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,300
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,300
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,500
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,200
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29,500
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,200
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,200
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,550
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17,550
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,500
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,200
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,900
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,500
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,100
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,700
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,150
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,200
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24,700
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,300
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,46,150
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,150
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,400
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,300
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,150
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28,500
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,100
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,200
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,500
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,200
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,950
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,500
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19,750
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,200
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,100
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,200
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,250
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,500
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,300
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,100
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,100
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,300
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28,300
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,31,300
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,350
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,200
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22,600
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,200
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22,400
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25,100
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,450
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,400
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,600
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,100
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,200
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,200
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,43,100
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,150
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37,700
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,150
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,200
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14,600
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,54,200
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,500
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,300
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,200
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,400
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25,800
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28,400
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,300
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,400
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,200
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,250
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,350
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17,300
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,600
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,300
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,200
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,400
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,36,400
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,350
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,150
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21,500
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,600
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,37,200
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,300
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,350
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35,100
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,100
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,300
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,500
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,400
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,500
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,60
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28,400
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14,100
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,300
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,100
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,100
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,200
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,100
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,300
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,200
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,300
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,300
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,500
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27,100
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,400
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,200
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66,100
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,100
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,300
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37,100
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,37,100
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45,400
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,300
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26,100
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,150
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,500
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,600
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,100
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,600
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,500
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,100
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34,100
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,100
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,34,100
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,37,100
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,500
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,200
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,100
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,600
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,400
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,250
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,150
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,500
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,500
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,200
